order_id,order_date,country,sub_region,sales_channel,product_category,customer_segment,payment_method,shipping_mode,units_sold,net_sales_eur,discount_pct,delivery_days,return_status
EUO-2024-113149,2024-12-14,Portugal,Southern Europe,Website,Electronics,Returning,Debit Card,Standard,5,562.52,8.55,3.0,Not Returned
EUO-2025-103286,2025-07-14,Germany,Western Europe,Website,Fashion,Returning,PayPal,Pickup Point,1,60.09,1.07,5.3,Not Returned
EUO-2025-102367,2025-05-24,France,Western Europe,Website,Sports,New,Apple Pay,Next Day,1,126.69,4.59,1.3,Not Returned
EUO-2025-109224,2025-08-16,Germany,Western Europe,Website,Fashion,New,Buy Now Pay Later,Economy,4,546.35,2.35,9.0,Returned
EUO-2024-111573,2024-07-15,United Kingdom,Western Europe,Mobile App,Fashion,VIP,PayPal,Next Day,1,149.69,5.88,1.0,Returned
EUO-2025-100440,2025-11-08,Belgium,Western Europe,Marketplace,Home & Living,Returning,Apple Pay,Standard,4,420.94,9.95,7.4,Not Returned
EUO-2025-114886,2025-08-12,United Kingdom,Western Europe,Marketplace,Fashion,Business,Credit Card,Standard,5,243.83,20.54,6.7,Not Returned
EUO-2024-112104,2024-07-14,Germany,Western Europe,Marketplace,Home & Living,Returning,Credit Card,Standard,1,45.91,11.33,5.2,Returned
EUO-2024-107932,2024-10-09,France,Western Europe,Website,Fashion,VIP,Apple Pay,Pickup Point,1,55.55,26.42,5.0,Not Returned
EUO-2025-104692,2025-04-23,Poland,Central & Eastern Europe,Website,Electronics,Returning,Credit Card,Economy,1,188.49,2.46,6.8,Not Returned
EUO-2024-113478,2024-07-07,Italy,Southern Europe,Mobile App,Fashion,,Credit Card,Pickup Point,1,69.46,8.72,5.8,Not Returned
EUO-2025-107613,2025-02-07,Germany,Western Europe,Marketplace,Electronics,,Bank Transfer,Standard,1,179.88,27.29,4.8,Not Returned
EUO-2025-109891,2025-07-16,France,Western Europe,Website,Electronics,Returning,Buy Now Pay Later,Standard,1,465.2,3.59,4.7,Not Returned
EUO-2024-101224,2024-10-18,France,Western Europe,Marketplace,Sports,,PayPal,Standard,1,217.64,16.68,5.2,Not Returned
EUO-2024-108583,2024-11-26,United Kingdom,Western Europe,Marketplace,Home & Living,Returning,Buy Now Pay Later,Economy,5,469.11,6.23,6.2,Not Returned
EUO-2024-102592,2024-04-28,France,Western Europe,Website,Electronics,Returning,Debit Card,Standard,1,88.74,3.26,5.0,Not Returned
EUO-2024-103247,2024-11-06,Portugal,Southern Europe,Website,Home & Living,New,Debit Card,Standard,2,117.43,1.16,4.2,Returned
EUO-2024-102812,2024-10-24,Spain,Southern Europe,Website,Electronics,VIP,Credit Card,Economy,2,160.4,9.03,7.1,not returned
EUO-2025-112593,2025-01-20,United Kingdom,Western Europe,Marketplace,Fashion,New,,Standard,1,33.15,2.22,3.2,Not Returned
EUO-2025-108621,2025-12-25,Sweden,Northern Europe,Website,Fashion,New,Apple Pay,Standard,6,224.98,14.02,4.7,Not Returned
EUO-2024-108273,2024-08-01,Germany,Western Europe,Marketplace,Sports,Returning,Apple Pay,Standard,4,578.36,7.5,3.6,Not Returned
EUO-2025-102691,2025-04-28,France,Western Europe,Website,Beauty,New,PayPal,Standard,1,12.17,1.08,2.4,Not Returned
EUO-2024-104132,2024-10-16,France,Western Europe,Website,Electronics,New,Credit Card,Next Day,1,221.09,9.67,2.0,Not Returned
EUO-2024-106803,2024-03-28,Poland,Central & Eastern Europe,Website,Electronics,Returning,Apple Pay,Economy,2,267.06,4.37,6.7,Not Returned
EUO-2025-106126,2025-08-07,France,Western Europe,Mobile App,Electronics,Returning,Apple Pay,Economy,5,1137.45,7.37,8.2,Not Returned
EUO-2025-102249,2025-02-19,Sweden,Northern Europe,Website,Sports,Business,PayPal,Next Day,1,39.36,0.52,2.9,Not Returned
EUO-2025-102552,2025-03-14,Netherlands,Western Europe,Website,Electronics,New,Apple Pay,Standard,10,2517.75,8.39,4.6,Not Returned
EUO-2025-108187,2025-04-25,France,Western Europe,Website,Fashion,Returning,Credit Card,Standard,2,192.11,11.67,6.4,Not Returned
EUO-2025-110594,2025-05-29,Germany,Western Europe,Website,Fashion,New,Credit Card,Express,2,190.43,5.09,3.9,Not Returned
EUO-2025-110113,2025-03-01,Germany,Western Europe,Website,Pet Care,VIP,Apple Pay,Express,2,21.91,8.69,2.3,Not Returned
EUO-2024-107403,2024-10-21,Spain,Southern Europe,Marketplace,Home & Living,Returning,Credit Card,Standard,6,954.04,7.42,7.8,Not Returned
EUO-2024-103649,2024-08-09,Germany,Western Europe,Website,Home & Living,Business,Debit Card,Standard,1,124.53,5.56,3.2,Not Returned
EUO-2025-100380,2025-08-10,Germany,Western Europe,Marketplace,Electronics,New,Credit Card,Standard,3,702.82,7.74,4.1,Not Returned
EUO-2024-109931,2024-08-31,Germany,Western Europe,Mobile App,Fashion,New,Credit Card,Next Day,2,133.11,7.86,1.0,Not Returned
EUO-2024-105804,2024-11-04,Germany,Western Europe,Website,Toys,VIP,Buy Now Pay Later,Standard,1,38.68,11.37,2.2,Returned
EUO-2025-114424,2025-04-04,Germany,Western Europe,Mobile App,Home & Living,Business,Credit Card,Economy,1,62.81,5.93,5.4,Not Returned
EUO-2025-112007,2025-02-14,France,Western Europe,Website,Home & Living,New,PayPal,Express,1,83.61,10.35,1.5,Not Returned
EUO-2025-108084,2025-06-19,Spain,Southern Europe,Website,Home & Living,Returning,Debit Card,Express,1,57.46,8.26,2.5,
EUO-2024-101360,2024-10-05,Netherlands,Western Europe,Website,Office Supplies,Business,Credit Card,Economy,3,93.11,3.29,5.5,Not Returned
EUO-2025-103196,2025-06-03,France,Western Europe,Website,Home & Living,VIP,PayPal,Standard,5,787.84,7.59,5.6,Not Returned
EUO-2024-102037,2024-12-29,United Kingdom,Western Europe,Website,Electronics,Returning,Credit Card,Standard,2,732.37,,3.7,Not Returned
EUO-2024-100486,2024-05-30,Spain,Southern Europe,Mobile App,Toys,Returning,Credit Card,Standard,2,47.98,3.14,3.7,Not Returned
EUO-2025-109981,2025-03-01,Italy,Southern Europe,Mobile App,Fashion,Business,Credit Card,Standard,1,75.46,2.58,4.2,Not Returned
EUO-2024-107512,2024-07-27,Germany,Western Europe,Mobile App,Home & Living,Returning,PayPal,Standard,1,87.24,8.89,3.7,Not Returned
EUO-2025-100783,2025-04-25,France,Western Europe,Website,Beauty,Returning,Credit Card,Express,2,39.7,10.78,2.3,Not Returned
EUO-2024-113101,2024-07-26,Germany,Western Europe,Website,Home & Living,Returning,Bank Transfer,Standard,4,326.28,0.54,3.8,No Return
EUO-2024-110041,2024-09-04,Germany,Western Europe,Website,Fashion,New,PayPal,Standard,3,307.71,10.17,3.6,Not Returned
EUO-2024-110146,2024-03-03,Germany,Western Europe,Mobile App,Fashion,Returning,Credit Card,Express,1,85.26,9.82,1.2,Not Returned
EUO-2025-114206,2025-09-02,Spain,Southern Europe,Website,Toys,Returning,Credit Card,Express,1,22.66,2.86,3.9,Not Returned
EUO-2024-103238,2024-12-30,France,Western Europe,Website,Electronics,Business,PayPal,Next Day,8,1741.71,5.15,3.2,Not Returned
EUO-2024-113147,2024-05-29,Belgium,Western Europe,Website,Beauty,Returning,Credit Card,Standard,1,11.64,0.51,1.8,Not Returned
EUO-2024-105805,2024-12-06,Spain,Southern Europe,Website,Office Supplies,New,,Economy,3,56.55,7.31,7.4,Not Returned
EUO-2024-113571,2024-07-08,Poland,Central & Eastern Europe,Website,Sports,New,Debit Card,Express,4,474.39,6.7,3.3,Not Returned
EUO-2025-108409,2025-12-01,Netherlands,Western Europe,Mobile App,Electronics,New,PayPal,Next Day,1,258.95,6.7,1.0,Not Returned
EUO-2024-107040,2024-06-23,France,Western Europe,Website,Office Supplies,,PayPal,Standard,1,30.28,6.57,3.9,Not Returned
EUO-2025-105937,2025-08-09,United Kingdom,Western Europe,Mobile App,Electronics,VIP,Buy Now Pay Later,Standard,4,864.08,12.48,5.2,Not Returned
EUO-2025-106647,2025-06-10,Germany,Western Europe,WEB,Electronics,Returning,Debit Card,Economy,2,233.05,4.54,4.3,Not Returned
EUO-2024-113254,2024-03-30,Belgium,Western Europe,Website,Home & Living,New,Buy Now Pay Later,Standard,1,18.7,7.85,5.4,Not Returned
EUO-2025-114514,2025-03-08,Germany,Western Europe,Website,Home & Living,Returning,Credit Card,Next Day,3,339.92,7.5,1.0,Not Returned
EUO-2025-101915,2025-05-30,Germany,Western Europe,Website,Office Supplies,New,Debit Card,Pickup Point,8,194.25,,4.1,Not Returned
EUO-2024-108585,2024-07-27,France,Western Europe,Marketplace,Sports,New,,Standard,1,65.27,14.56,5.6,Not Returned
EUO-2024-105736,2024-08-08,United Kingdom,Western Europe,Mobile App,Home & Living,VIP,Debit Card,Economy,1,167.89,12.46,5.4,Not Returned
EUO-2025-109964,2025-01-10,Italy,Southern Europe,Website,Sports,Returning,Credit Card,Standard,3,551.3,3.55,7.1,Not Returned
EUO-2025-107934,2025-09-27,United Kingdom,Western Europe,Mobile App,Electronics,New,Buy Now Pay Later,Standard,1,184.47,0.8,6.7,Not Returned
EUO-2025-113400,2025-01-02,United Kingdom,Western Europe,Website,Beauty,New,PayPal,Standard,1,38.74,8.54,1.4,Not Returned
EUO-2024-103464,2024-10-21,Netherlands,Western Europe,Website,Fashion,New,Debit Card,Economy,2,175.94,7.99,3.9,Not Returned
EUO-2024-102138,25-Dec-2024,Spain,Southern Europe,Website,Fashion,Returning,PayPal,Pickup Point,2,62.62,6.27,4.7,Not Returned
EUO-2025-109568,2025-01-24,Netherlands,Western Europe,Mobile App,Home & Living,Returning,Buy Now Pay Later,Pickup Point,1,94.24,11.39,6.4,Not Returned
EUO-2024-105936,2024-08-27,France,Western Europe,Marketplace,Electronics,New,,Standard,1,182.18,15.62,3.9,Returned
EUO-2024-100742,2024-04-21,Austria,Central Europe,Website,Electronics,Returning,,Express,1,268.6,3.8,2.8,Not Returned
EUO-2024-108610,2024-11-19,Germany,Western Europe,Marketplace,Electronics,Business,Bank Transfer,Express,8,2219.11,8.89,1.4,Not Returned
EUO-2024-113062,2024-09-27,Italy,Southern Europe,Marketplace,Office Supplies,VIP,Apple Pay,Economy,2,46.35,17.74,7.6,Not Returned
EUO-2025-109696,2025-09-14,Germany,Western Europe,Website,Fashion,Returning,Credit Card,Express,3,62.59,12.07,1.0,Not Returned
EUO-2024-106515,2024-08-23,Spain,Southern Europe,Website,Beauty,Business,PayPal,Standard,2,66.64,9.57,5.3,
EUO-2024-114125,2024-05-10,Belgium,Western Europe,Mobile App,Fashion,Returning,PayPal,Pickup Point,3,199.76,7.31,3.6,Returned
EUO-2025-113917,2025-07-25,United Kingdom,Western Europe,Website,Home & Living,New,Buy Now Pay Later,Express,1,128.11,6.81,3.2,Returned
EUO-2024-104480,2024-12-14,Germany,Western Europe,Mobile App,Pet Care,Returning,Credit Card,Standard,2,81.66,2.41,4.6,Not Returned
EUO-2025-103442,2025-02-20,Austria,Central Europe,Website,Electronics,New,Buy Now Pay Later,Standard,2,874.4,3.17,2.5,Not Returned
EUO-2025-111781,2025-09-15,Poland,Central & Eastern Europe,Mobile App,Fashion,Returning,Credit Card,Express,4,121.43,5.46,3.2,Not Returned
EUO-2024-104521,2024-04-01,France,Western Europe,Website,Toys,Returning,PayPal,Standard,5,481.54,8.38,4.6,Not Returned
EUO-2024-102847,2024-10-15,Belgium,Western Europe,Mobile App,Electronics,Returning,PayPal,Pickup Point,1,394.31,0.81,3.4,Not Returned
EUO-2025-114081,2025-11-24,United Kingdom,Western Europe,Website,Beauty,Returning,Buy Now Pay Later,Standard,1,39.73,3.14,6.3,Not Returned
EUO-2025-112961,18-Oct-2025,Belgium,Western Europe,Website,Home & Living,Returning,,Express,2,205.29,4.97,5.4,Not Returned
EUO-2025-107078,2025-04-03,Netherlands,Western Europe,Website,Fashion,Returning,PayPal,Pickup Point,4,755.0,0.55,6.2,Returned
EUO-2025-114503,2025-09-09,Italy,Southern Europe,Website,Beauty,Returning,Bank Transfer,Economy,1,58.52,5.2,9.0,Not Returned
EUO-2025-107665,2025-01-30,France,Western Europe,Mobile App,Toys,Returning,Buy Now Pay Later,Next Day,1,45.71,10.91,1.0,Not Returned
EUO-2025-109509,2025-08-08,Netherlands,Western Europe,Website,Home & Living,,PayPal,Standard,2,49.03,20.08,4.5,Not Returned
EUO-2024-106756,2024-06-02,France,Western Europe,Website,Fashion,Returning,PayPal,Standard,1,50.63,8.17,6.6,Not Returned
EUO-2025-107391,2025-05-02,United Kingdom,Western Europe,Marketplace,Fashion,Returning,,Standard,2,83.93,7.17,3.8,Not Returned
EUO-2025-113538,2025-02-23,Spain,Southern Europe,Website,Beauty,VIP,PayPal,Express,3,87.87,4.52,3.7,Not Returned
EUO-2025-114977,2025-07-07,Austria,Central Europe,Website,Toys,Returning,Credit Card,Economy,5,134.48,2.31,8.7,Not Returned
EUO-2025-101834,2025-11-21,Sweden,Northern Europe,Website,Sports,New,Apple Pay,Express,1,122.49,23.47,3.6,Not Returned
EUO-2024-109529,2024-07-13,Italy,Southern Europe,Website,Beauty,Returning,Credit Card,Express,1,36.56,4.38,4.2,Not Returned
EUO-2024-108939,2024-11-09,Spain,Southern Europe,Website,Fashion,New,Apple Pay,Standard,4,145.81,5.97,3.3,Returned
EUO-2025-112634,2025-03-27,Spain,Southern Europe,Website,Home & Living,Returning,Buy Now Pay Later,standard,2,152.6,8.31,7.0,Returned
EUO-2024-108422,2024-09-26,Portugal,Southern Europe,Mobile App,Home & Living,Returning,Buy Now Pay Later,express,3,236.66,4.77,5.2,Not Returned
EUO-2025-105758,2025-01-11,Germany,Western Europe,Mobile App,Fashion,Returning,PayPal,Next Day,3,74.38,14.47,1.0,Not Returned
EUO-2025-104801,2025-08-31,Italy,Southern Europe,Mobile App,Fashion,Returning,,Economy,4,199.03,21.78,7.8,Not Returned
EUO-2024-105792,2024-12-15,United Kingdom,Western Europe,Website,Electronics,New,Apple Pay,Express,1,194.26,13.46,3.0,Returned
EUO-2024-106526,2024-10-11,Poland,Central & Eastern Europe,Mobile App,Electronics,Returning,Credit Card,Pickup Point,1,55.16,19.97,4.2,Not Returned
EUO-2025-108612,2025-06-14,France,Western Europe,Website,Fashion,New,Debit Card,Standard,1,91.73,10.67,5.4,Not Returned
EUO-2025-109479,2025-06-03,Italy,Southern Europe,Mobile App,Fashion,Returning,Credit Card,Express,1,28.26,5.9,4.6,Not Returned
EUO-2024-103003,2024-09-21,Germany,Western Europe,Mobile App,Office Supplies,Returning,Buy Now Pay Later,Economy,1,25.95,5.33,8.2,Not Returned
EUO-2025-100023,2025-04-28,France,Western Europe,Mobile App,Home & Living,VIP,Apple Pay,Express,1,50.26,5.95,1.7,Not Returned
EUO-2025-107401,2025-06-28,Germany,Western Europe,Mobile App,Office Supplies,New,Apple Pay,Standard,3,59.73,10.16,3.7,Not Returned
EUO-2025-103524,2025-11-09,Germany,Western Europe,Website,Home & Living,Returning,,Standard,6,324.49,4.73,6.5,Not Returned
EUO-2024-111842,2024-11-25,Italy,Southern Europe,Website,Office Supplies,New,PayPal,Express,2,61.99,15.2,4.7,Not Returned
EUO-2025-114984,2025-01-11,Italy,Southern Europe,Website,Home & Living,New,PayPal,standard,3,128.75,4.27,6.1,Not Returned
EUO-2024-109060,2024-11-23,France,Western Europe,Website,Toys,New,PayPal,Standard,6,218.96,3.1,5.2,Not Returned
EUO-2025-101309,2025-04-05,Belgium,Western Europe,Marketplace,Toys,Returning,PayPal,Standard,5,851.54,13.43,2.9,Not Returned
EUO-2024-114474,2024-10-03,Spain,Southern Europe,Website,Home & Living,Returning,Bank Transfer,Pickup Point,1,30.6,5.88,5.2,Not Returned
EUO-2024-108437,2024-07-10,Austria,Central Europe,Mobile App,Toys,New,PayPal,STANDARD,1,55.74,0.23,4.7,Not Returned
EUO-2025-103475,2025-07-24,Germany,Western Europe,Marketplace,Fashion,Returning,Credit Card,Express,2,87.83,4.17,3.8,Not Returned
EUO-2025-100789,2025-06-29,Belgium,Western Europe,Website,Office Supplies,Returning,Credit Card,Express,8,236.74,7.95,4.0,Not Returned
EUO-2025-111934,2025-04-16,France,Western Europe,Marketplace,Beauty,Returning,Apple Pay,Standard,2,70.58,9.44,5.9,Not Returned
EUO-2025-111956,2025-01-07,Spain,Southern Europe,Mobile App,Office Supplies,New,PayPal,Pickup Point,4,39.85,7.85,3.0,Not Returned
EUO-2024-107075,2024-12-16,Spain,Southern Europe,Mobile App,Home & Living,New,PayPal,Standard,1,52.2,12.25,4.4,Not Returned
EUO-2025-103284,2025-07-14,Italy,Southern Europe,Mobile App,Fashion,New,Bank Transfer,Next Day,1,36.1,17.52,2.7,Not Returned
EUO-2024-107719,2024-12-03,Sweden,Northern Europe,Mobile App,Fashion,Returning,PayPal,Pickup Point,8,779.82,12.38,4.1,Not Returned
EUO-2025-102514,2025-11-02,France,Western Europe,Marketplace,Fashion,New,PayPal,Standard,2,133.1,7.13,6.1,Returned
EUO-2025-107653,2025-08-11,Austria,Central Europe,Mobile App,Electronics,VIP,PayPal,Economy,1,342.57,8.96,7.7,Not Returned
EUO-2024-104385,2024-04-24,Portugal,Southern Europe,Website,Home & Living,New,Credit Card,Standard,1,96.14,13.24,5.1,Returned
EUO-2025-111006,31/01/2025,France,Western Europe,Mobile App,Fashion,VIP,Credit Card,Pickup Point,4,167.1,8.88,4.3,Not Returned
EUO-2025-104905,2025-08-06,Netherlands,Western Europe,Website,Fashion,New,Debit Card,Next Day,8,695.55,7.27,3.0,Not Returned
EUO-2024-108774,2024-08-26,United Kingdom,Western Europe,Website,Home & Living,Returning,Credit Card,Express,1,95.33,7.25,1.8,Not Returned
EUO-2025-107168,2025-04-26,Spain,Southern Europe,Mobile App,Fashion,VIP,Credit Card,STANDARD,1,87.57,9.11,4.7,not returned
EUO-2025-114382,2025-06-19,France,Western Europe,Website,Beauty,Returning,,Standard,1,60.92,3.28,4.1,Not Returned
EUO-2025-105500,2025-08-29,Spain,Southern Europe,Mobile App,Home & Living,New,Buy Now Pay Later,Economy,1,152.35,2.76,8.7,Not Returned
EUO-2025-108965,2025-06-27,France,Western Europe,Website,Fashion,Returning,PayPal,Standard,10,714.7,5.86,4.3,Not Returned
EUO-2025-103688,2025-03-16,Austria,Central Europe,Website,Pet Care,New,Debit Card,Express,2,142.13,4.72,2.3,Not Returned
EUO-2025-101395,2025-08-29,Germany,Western Europe,Website,Fashion,VIP,Credit Card,Standard,4,329.89,5.09,5.2,Not Returned
EUO-2024-112054,2024-08-29,United Kingdom,Western Europe,Website,Electronics,,Credit Card,Standard,1,218.07,9.34,3.5,Not Returned
EUO-2025-114328,2025-06-21,Czech Republic,Central & Eastern Europe,Mobile App,Electronics,New,Credit Card,Economy,1,170.55,7.28,4.9,Not Returned
EUO-2024-105006,2024-12-27,France,Western Europe,Website,Beauty,Returning,PayPal,Express,1,40.78,16.65,2.7,Not Returned
EUO-2025-111675,2025-09-29,France,Western Europe,Mobile App,Toys,Returning,Credit Card,Standard,4,367.93,8.47,5.5,Not Returned
EUO-2024-114979,2024-07-15,Italy,Southern Europe,Mobile App,Home & Living,Returning,Credit Card,Economy,2,115.22,3.4,9.3,
EUO-2025-114873,2025-09-24,United Kingdom,Western Europe,Website,Fashion,Returning,PayPal,Economy,2,134.17,5.12,7.6,Not Returned
EUO-2024-105257,2024-12-09,Austria,Central Europe,Website,Office Supplies,VIP,PayPal,Standard,1,50.72,12.19,4.6,Not Returned
EUO-2024-113414,2024-05-30,Poland,Central & Eastern Europe,Website,Beauty,New,Apple Pay,Express,1,36.56,10.83,2.0,Not Returned
EUO-2025-114949,2025-03-31,Belgium,Western Europe,Website,Fashion,Returning,Apple Pay,Standard,1,89.35,3.75,2.7,Not Returned
EUO-2024-107051,2024-11-24,Denmark,Northern Europe,Website,Home & Living,New,PayPal,Economy,2,51.66,10.31,4.1,Not Returned
EUO-2024-113930,2024-02-29,Germany,Western Europe,Mobile App,Beauty,VIP,,Economy,6,156.46,9.85,5.6,Not Returned
EUO-2025-110236,2025-10-13,Spain,Southern Europe,Website,Electronics,Returning,Debit Card,Economy,1,267.84,11.46,6.7,Not Returned
EUO-2025-107477,2025-10-04,Italy,Southern Europe,Mobile App,Electronics,Returning,Apple Pay,Express,2,483.2,11.27,5.2,Returned
EUO-2025-111792,2025-08-26,Spain,Southern Europe,Marketplace,Electronics,New,Credit Card,Standard,1,580.7,22.09,4.5,Not Returned
EUO-2025-105790,2025-05-28,Sweden,Northern Europe,Mobile App,Electronics,New,PayPal,Standard,1,398.29,2.34,6.6,Not Returned
EUO-2025-109332,2025-11-08,Sweden,Northern Europe,Website,Fashion,Business,Bank Transfer,Express,5,486.44,12.98,2.4,Not Returned
EUO-2024-105938,2024-08-23,Czech Republic,Central & Eastern Europe,Marketplace,Electronics,Returning,Buy Now Pay Later,Standard,1,199.94,3.99,5.2,Not Returned
EUO-2024-109530,2024-10-03,Poland,Central & Eastern Europe,Mobile App,Fashion,VIP,Debit Card,Standard,3,237.65,10.88,5.2,Not Returned
EUO-2025-103301,2025-09-09,United Kingdom,Western Europe,Website,Home & Living,New,PayPal,Standard,2,222.08,0.5,7.2,Returned
EUO-2025-112863,2025-07-26,Denmark,Northern Europe,Website,Electronics,Returning,Credit Card,Economy,2,305.57,3.72,7.8,Not Returned
EUO-2024-110330,2024-09-09,Czech Republic,Central & Eastern Europe,Mobile App,Home & Living,New,Credit Card,Pickup Point,2,184.34,5.03,3.7,Not Returned
EUO-2025-110843,2025-03-21,Sweden,Northern Europe,Mobile App,Electronics,Returning,Bank Transfer,Standard,1,233.75,9.93,3.9,Returned
EUO-2024-107691,2024-09-26,United Kingdom,Western Europe,Website,Office Supplies,VIP,Credit Card,Standard,4,272.87,12.7,5.5,Not Returned
EUO-2025-100712,2025-03-18,France,Western Europe,Mobile App,Toys,New,PayPal,Standard,1,29.94,4.56,6.6,Not Returned
EUO-2024-104279,2024-08-20,Germany,Western Europe,Website,Sports,New,Credit Card,Economy,4,454.55,3.94,6.3,Not Returned
EUO-2025-107281,2025-03-17,Spain,Southern Europe,Website,Fashion,New,Credit Card,Express,3,207.41,2.07,4.7,Not Returned
EUO-2025-108805,2025-08-18,Austria,Central Europe,Website,Beauty,Returning,PayPal,Pickup Point,6,66.79,4.13,5.5,Not Returned
EUO-2024-109344,2024-03-17,Austria,Central Europe,Marketplace,Home & Living,VIP,Credit Card,Economy,4,160.36,17.46,7.4,Not Returned
EUO-2025-114915,2025-01-27,Italy,Southern Europe,Website,Fashion,Returning,PayPal,Pickup Point,1,68.58,14.7,5.7,Not Returned
EUO-2025-101822,2025-10-04,France,Western Europe,Website,Electronics,Returning,Credit Card,Express,1,170.68,8.8,2.9,Not Returned
EUO-2025-113175,2025-06-06,Spain,Southern Europe,Website,Home & Living,New,Credit Card,Standard,1,139.82,7.17,2.6,Not Returned
EUO-2025-106302,2025-05-21,United Kingdom,Western Europe,Mobile App,Home & Living,Returning,Credit Card,Next Day,2,178.51,4.84,4.1,Not Returned
EUO-2025-107588,2025-04-04,United Kingdom,Western Europe,Website,Fashion,New,Buy Now Pay Later,express,1,49.67,24.57,2.7,Returned
EUO-2025-113195,2025-11-21,Spain,Southern Europe,Mobile App,Electronics,New,Credit Card,Pickup Point,2,1063.66,19.85,7.2,Not Returned
EUO-2025-110219,2025-06-08,France,Western Europe,Website,Beauty,Returning,Credit Card,Economy,4,445.87,2.31,10.0,Not Returned
EUO-2025-106597,2025-05-31,Germany,Western Europe,Mobile App,Fashion,New,Buy Now Pay Later,Standard,1,47.15,5.0,4.1,Not Returned
EUO-2024-101977,2024-10-02,Spain,Southern Europe,Website,Home & Living,Business,Credit Card,Economy,1,41.9,17.69,7.7,Returned
EUO-2025-111952,2025-06-25,Ireland,Western Europe,Website,Beauty,Returning,Bank Transfer,Standard,1,47.86,4.75,5.0,Returned
EUO-2025-103264,2025-10-10,United Kingdom,Western Europe,Website,Electronics,Returning,Debit Card,Economy,5,2519.77,10.04,8.9,Not Returned
EUO-2025-111158,2025-03-24,Germany,Western Europe,Mobile App,Home & Living,Returning,Bank Transfer,Standard,1,95.12,5.06,6.0,Not Returned
EUO-2024-104834,2024-11-16,United Kingdom,Western Europe,Marketplace,Home & Living,New,PayPal,Standard,1,188.75,5.74,4.9,Not Returned
EUO-2024-105061,2024-08-23,Germany,Western Europe,Mobile App,Fashion,Returning,Credit Card,Economy,2,71.73,3.78,7.3,Returned
EUO-2024-100252,2024-10-02,Italy,Southern Europe,Website,Beauty,Returning,PayPal,Express,1,56.49,3.79,3.5,Exchange
EUO-2024-112001,2024-11-30,Belgium,Western Europe,Website,Fashion,Returning,Buy Now Pay Later,Standard,1,45.49,,5.6,Not Returned
EUO-2025-102098,2025-11-22,Poland,Central & Eastern Europe,Website,Office Supplies,Returning,Buy Now Pay Later,Next Day,4,93.77,10.63,1.3,Not Returned
EUO-2025-105775,2025-07-28,France,Western Europe,Website,Beauty,VIP,Credit Card,Pickup Point,1,53.75,10.14,,
EUO-2024-113111,2024-11-07,Poland,Central & Eastern Europe,Website,Home & Living,New,Bank Transfer,Pickup Point,5,422.07,11.07,6.6,Not Returned
EUO-2025-103671,2025-08-05,Germany,Western Europe,Website,Electronics,Returning,PayPal,Economy,1,356.15,5.96,5.9,Not Returned
EUO-2025-110846,2025-08-05,Germany,Western Europe,Website,Electronics,Business,PayPal,Economy,1,371.74,10.65,6.6,Not Returned
EUO-2025-110708,2025-07-04,Germany,Western Europe,Website,Fashion,VIP,Credit Card,Next Day,8,735.11,7.95,2.0,Not Returned
EUO-2025-109542,2025-09-22,Netherlands,Western Europe,Marketplace,Fashion,Business,Credit Card,Pickup Point,2,71.69,7.05,6.1,Not Returned
EUO-2024-113842,2024-03-23,Germany,Western Europe,Website,Sports,New,Buy Now Pay Later,Standard,4,502.22,4.07,4.2,Not Returned
EUO-2025-104416,2025-08-05,Germany,Western Europe,Website,Office Supplies,Returning,,Standard,3,53.71,1.88,4.5,Not Returned
EUO-2025-114196,2025-06-12,Netherlands,Western Europe,Mobile App,Electronics,Returning,Buy Now Pay Later,Standard,5,1676.64,5.28,4.9,Not Returned
EUO-2025-107171,2025-10-20,Germany,Western Europe,Website,Home & Living,New,Buy Now Pay Later,Standard,3,116.18,3.06,5.8,Not Returned
EUO-2024-102132,2025-04-11,Poland,Central & Eastern Europe,Website,Home & Living,New,Credit Card,Next Day,1,74.95,37.78,2.3,Not Returned
EUO-2024-108687,2024-11-15,Sweden,Northern Europe,Website,Office Supplies,New,Buy Now Pay Later,Standard,3,45.95,11.94,6.0,Not Returned
EUO-2024-106472,2024-09-14,Belgium,Western Europe,Website,Home & Living,Returning,Credit Card,Standard,4,262.47,0.96,5.6,Not Returned
EUO-2025-114843,2025-06-03,Germany,Western Europe,Website,Pet Care,Business,Credit Card,Standard,1,41.83,18.42,6.8,Not Returned
EUO-2024-114414,2024-07-21,Sweden,Northern Europe,Website,Fashion,Returning,PayPal,Economy,1,128.62,3.54,7.9,Not Returned
EUO-2025-102934,2025-04-16,United Kingdom,Western Europe,Marketplace,Home & Living,New,Credit Card,Standard,2,136.44,10.06,8.1,Not Returned
EUO-2024-108661,2024-11-17,Germany,Western Europe,Website,Fashion,New,Apple Pay,Express,1,99.95,4.76,2.5,Not Returned
EUO-2025-106916,2025-06-02,United Kingdom,Western Europe,Marketplace,Electronics,VIP,PayPal,Economy,4,493.89,12.89,7.2,Not Returned
EUO-2025-106576,2025-08-07,Germany,Western Europe,Website,Beauty,Business,Credit Card,Standard,8,106.35,37.46,2.3,Not Returned
EUO-2024-108402,2024-12-14,Austria,Central Europe,Website,Fashion,Returning,Credit Card,Economy,2,90.45,5.52,7.6,Not Returned
